shipment_id,origin_city,destination_city,pickup_date,delivery_date,weight_kg,distance_km,delivery_status,cost
SHP04313,Bangalore,Bangalore,2023-02-04,2023-02-06,10.1,1812.7,Delivered,1471.94
SHP04314,Delhi,Kolkata,2023-10-15,2023-10-18,8.5,752.1,Delivered,638.07
SHP04315,Chennai,Pune,2023-02-21,2023-02-22,12.41,1174.0,Delivered,1004.8
SHP04316,Mumbai,Kolkata,2023-06-19,2023-06-24,26.02,34.3,Delivered,186.89
SHP04317,Delhi,Hyderabad,2023-08-27,2023-09-03,28.7,670.8,Delivered,702.87
SHP04318,Pune,Mumbai,2023-11-28,2023-12-01,11.47,133.9,Delivered,190.93
SHP04319,Hyderabad,Chennai,2023-06-10,2023-06-17,37.95,1048.5,Delayed,1016.17
SHP04320,Chennai,Hyderabad,2023-11-30,2023-12-06,15.82,1636.7,Delayed,1365.5
SHP04321,Mumbai,Delhi,2023-07-17,2023-07-19,46.15,420.8,Delivered,587.57
SHP04322,Bangalore,Kolkata,2023-01-27,2023-02-08,33.01,1059.6,Failed,1010.2
SHP04323,Pune,Delhi,2023-03-04,2023-03-06,22.1,416.0,Delivered,489.11
SHP04324,Mumbai,Delhi,2023-02-25,2023-02-27,39.6,250.2,Delivered,417.64
SHP04325,Bangalore,Hyderabad,2023-09-29,2023-09-30,40.99,1026.9,Delivered,1037.57
SHP04326,Ahmedabad,Chennai,2023-02-03,2023-02-10,14.88,167.5,Delivered,232.64
SHP04327,Chennai,Pune,2023-11-27,2023-12-01,17.32,1178.8,Delivered,1005.77
SHP04328,Ahmedabad,Bangalore,2023-06-12,2023-06-18,46.83,72.4,Delivered,323.22
SHP04329,Ahmedabad,Mumbai,2023-02-21,2023-02-28,8.65,222.4,Delivered,279.81
SHP04330,Bangalore,Ahmedabad,2023-03-15,2023-03-17,2.59,1104.5,Delivered,878.53
SHP04331,Hyderabad,Bangalore,2023-12-03,2023-12-08,22.98,1186.9,Delivered,1070.95
SHP04332,Pune,Chennai,2023-05-16,2023-05-20,40.16,67.7,Delivered,321.21
SHP04333,Kolkata,Ahmedabad,2023-06-19,2023-06-25,38.7,1151.0,Delivered,1102.1
SHP04334,Bangalore,Bangalore,2023-07-03,2023-07-14,46.02,1678.6,Delayed,1544.29
SHP04335,Hyderabad,Kolkata,2023-09-04,2023-09-06,26.89,1447.4,Failed,1281.16
SHP04336,Kolkata,Kolkata,2023-05-07,2023-05-19,5.45,271.1,Delayed,276.28
SHP04337,Pune,Hyderabad,2023-10-23,2023-10-28,29.64,1189.0,Delivered,1076.42
SHP04338,Ahmedabad,Delhi,2023-03-08,2023-03-09,39.03,1347.8,Delivered,1253.35
SHP04339,Chennai,Ahmedabad,2023-02-01,2023-02-03,5.12,84.1,Delivered,149.55
SHP04340,Chennai,Chennai,2023-12-04,2023-12-10,9.05,1712.1,Delivered,1390.56
SHP04341,Pune,Chennai,2023-04-14,2023-04-18,1.11,1813.5,Delivered,1404.9
SHP04342,Pune,Bangalore,2023-03-22,2023-04-06,29.89,1702.4,Failed,1463.25
SHP04343,Mumbai,Hyderabad,2023-03-26,2023-04-01,44.39,1651.0,Delivered,1527.02
SHP04344,Hyderabad,Bangalore,2023-06-17,2023-06-21,33.7,1492.5,Delivered,1319.63
SHP04345,Ahmedabad,Bangalore,2023-08-03,2023-08-15,49.11,1270.5,Failed,1257.81
SHP04346,Hyderabad,Chennai,2023-10-28,2023-11-03,3.62,1360.5,Delayed,1070.33
SHP04347,Pune,Bangalore,2023-06-25,2023-07-02,45.2,1614.7,Delivered,1500.54
SHP04348,Delhi,Delhi,2023-02-11,2023-02-17,40.8,1328.4,Delivered,1266.52
SHP04349,Delhi,Bangalore,2023-11-07,2023-11-08,16.05,662.2,Delivered,618.8
SHP04350,Kolkata,Ahmedabad,2023-05-01,2023-05-08,48.69,758.2,Delivered,845.06
SHP04351,Kolkata,Delhi,2023-09-17,2023-09-20,14.75,1795.1,Delivered,1469.3
SHP04352,Delhi,Chennai,2023-06-02,2023-06-03,44.52,44.1,Delivered,297.61
SHP04353,Pune,Hyderabad,2023-11-24,2023-11-25,44.1,1400.7,Delivered,1317.71
SHP04354,Pune,Kolkata,2023-05-06,2023-05-09,38.0,1910.0,Delivered,1679.1
SHP04355,Kolkata,Ahmedabad,2023-04-23,2023-04-25,28.39,1415.4,Delivered,1241.89
SHP04356,Bangalore,Delhi,2023-12-28,2024-01-11,6.44,1987.9,Delayed,1567.4
SHP04357,Pune,Hyderabad,2023-12-30,2024-01-05,26.83,1378.2,Delivered,1229.1
SHP04358,Delhi,Hyderabad,2023-03-26,2023-04-01,18.16,78.4,Delivered,205.35
SHP04359,Hyderabad,Delhi,2023-11-04,2023-11-09,39.71,1655.7,Delivered,1483.38
SHP04360,Pune,Chennai,2023-07-14,2023-07-15,38.03,576.4,Delivered,679.02
SHP04361,Ahmedabad,Mumbai,2023-01-05,2023-01-08,45.58,897.7,Delivered,961.79
SHP04362,Pune,Hyderabad,2023-03-31,2023-04-03,1.23,631.1,Delivered,533.17
SHP04363,Bangalore,Hyderabad,2023-01-09,2023-01-13,40.55,544.4,Delivered,650.63
SHP04364,Kolkata,Chennai,2023-08-10,2023-08-18,46.95,868.5,Delayed,916.13
SHP04365,Pune,Chennai,2023-03-21,2023-03-26,39.57,763.7,Delivered,832.74
SHP04366,Chennai,Bangalore,2023-05-18,2023-05-22,6.94,1270.3,Delayed,1050.33
SHP04367,Mumbai,Chennai,2023-07-13,2023-07-18,4.52,1628.2,Delivered,1301.65
SHP04368,Delhi,Hyderabad,2023-01-01,2023-01-05,1.53,601.2,Delivered,491.61
SHP04369,Ahmedabad,Delhi,2023-03-24,2023-03-29,31.62,435.3,Delivered,537.98
SHP04370,Ahmedabad,Mumbai,2023-04-07,2023-04-13,31.67,1337.1,Delivered,1224.02
SHP04371,Ahmedabad,Pune,2023-11-14,2023-11-18,49.35,1343.9,Delivered,1300.26
SHP04372,Chennai,Bangalore,2023-07-24,2023-07-27,20.2,1803.3,Delivered,1491.4
SHP04373,Ahmedabad,Pune,2023-03-07,2023-03-13,16.93,41.7,Delivered,169.43
SHP04374,Ahmedabad,Delhi,2023-07-05,2023-07-06,31.41,1707.6,Delivered,1500.8
SHP04375,Kolkata,Mumbai,2023-07-14,2023-07-19,41.37,1046.8,Delivered,1023.9
SHP04376,Hyderabad,Mumbai,2023-06-26,2023-06-29,46.87,1246.4,Delivered,1223.03
SHP04377,Mumbai,Mumbai,2023-03-12,2023-03-13,40.25,191.8,Delivered,400.83
SHP04378,Chennai,Kolkata,2023-07-28,2023-08-12,21.62,870.9,Failed,815.37
SHP04379,Mumbai,Delhi,2023-03-21,2023-03-24,31.93,462.3,Delayed,562.38
SHP04380,Delhi,Ahmedabad,2023-02-18,2023-02-22,42.89,515.9,Delivered,656.63
SHP04381,Kolkata,Bangalore,2023-02-04,2023-02-05,24.79,1013.1,Delivered,918.99
SHP04382,Pune,Bangalore,2023-02-05,2023-02-09,11.23,1626.8,Delivered,1315.65
SHP04383,Hyderabad,Mumbai,2023-02-19,2023-02-21,8.9,1490.1,Delayed,1216.83
SHP04384,Kolkata,Delhi,2023-09-23,2023-09-25,0.51,1186.1,Delivered,922.83
SHP04385,Mumbai,Kolkata,2023-04-29,2023-04-30,36.05,1083.4,Delivered,1048.19
SHP04386,Chennai,Mumbai,2023-07-22,2023-07-29,6.0,860.3,Delivered,731.84
SHP04387,Delhi,Chennai,2023-12-26,2024-01-01,12.57,1945.7,Delivered,1561.69
SHP04388,Delhi,Ahmedabad,2023-09-25,2023-09-26,15.24,1124.8,Delivered,973.73
SHP04389,Kolkata,Pune,2023-04-04,2023-04-17,28.24,515.4,Delayed,579.11
SHP04390,Pune,Bangalore,2023-12-21,2023-12-22,20.2,467.9,Delivered,492.35
SHP04391,Chennai,Pune,2023-11-18,2023-11-26,33.9,1226.6,Delayed,1137.97
SHP04392,Pune,Hyderabad,2023-05-21,2023-05-26,3.25,1050.4,Delivered,870.43
SHP04393,Pune,Mumbai,2023-05-14,2023-05-23,6.63,25.3,Delayed,99.19
SHP04394,Ahmedabad,Chennai,2023-09-25,2023-10-04,25.21,1661.8,Delayed,1427.59
SHP04395,Chennai,Bangalore,2023-07-09,2023-07-12,17.18,1411.2,Delivered,1175.71
SHP04396,Mumbai,Pune,2023-04-11,2023-04-17,15.14,1327.0,Delivered,1104.06
SHP04397,Kolkata,Ahmedabad,2023-06-18,2023-06-20,3.82,146.9,Delivered,162.53
SHP04398,Kolkata,Kolkata,2023-06-05,2023-06-06,44.84,730.5,Delivered,833.2
SHP04399,Ahmedabad,Delhi,2023-11-20,2023-11-27,34.75,1871.4,Delivered,1621.31
SHP04400,Bangalore,Bangalore,2023-02-28,2023-03-01,6.52,1726.6,Delivered,1366.65
SHP04401,Kolkata,Ahmedabad,2023-03-31,2023-04-05,3.72,578.2,Delivered,512.14
SHP04402,Delhi,Pune,2023-03-21,2023-03-28,48.76,322.5,Delivered,522.47
SHP04403,Mumbai,Delhi,2023-04-17,2023-04-25,34.22,903.7,Delayed,888.73
SHP04404,Chennai,Pune,2023-08-23,2023-08-27,21.16,718.1,Delivered,691.61
SHP04405,Kolkata,Delhi,2023-01-30,2023-02-01,35.24,1367.6,Delivered,1245.16
SHP04406,Mumbai,Kolkata,2023-12-25,2023-12-27,37.94,1933.2,Delivered,1693.02
SHP04407,Ahmedabad,Kolkata,2023-09-01,2023-09-08,39.11,732.4,Delivered,788.36
SHP04408,Kolkata,Mumbai,2023-08-21,2023-08-28,24.15,133.8,Delivered,266.82
SHP04409,Chennai,Mumbai,2023-03-21,2023-03-27,21.78,1796.3,Delivered,1520.64
SHP04410,Hyderabad,Bangalore,2023-07-06,2023-07-17,1.05,85.5,Failed,134.76
SHP04411,Chennai,Kolkata,2023-04-30,2023-05-04,46.36,1906.0,Delivered,1724.41
SHP04412,Chennai,Chennai,2023-06-03,2023-06-05,30.36,1332.5,Delivered,1215.77
SHP04413,Chennai,Pune,2023-02-21,2023-03-08,10.56,1884.0,Failed,1518.59
SHP04414,Kolkata,Pune,2023-02-19,2023-02-26,46.02,407.3,Delivered,591.42
SHP04415,Bangalore,Pune,2023-07-14,2023-07-20,45.79,91.0,Delivered,349.49
SHP04416,Chennai,Bangalore,2023-12-22,2023-12-27,49.46,981.5,Delivered,1044.85
SHP04417,Ahmedabad,Pune,2023-07-07,2023-07-08,43.77,906.7,Delivered,950.92
SHP04418,Delhi,Hyderabad,2023-03-04,2023-03-16,49.89,669.7,Delayed,786.17
SHP04419,Delhi,Delhi,2023-04-12,2023-04-27,12.61,1915.7,Failed,1562.21
SHP04420,Ahmedabad,Pune,2023-02-09,2023-02-14,42.19,1646.9,Delivered,1506.55
SHP04421,Mumbai,Ahmedabad,2023-01-30,2023-02-03,41.24,1326.5,Delivered,1263.89
SHP04422,Bangalore,Delhi,2023-09-18,2023-09-29,11.93,334.1,Failed,347.84
SHP04423,Mumbai,Mumbai,2023-10-09,2023-10-13,5.37,1471.3,Delivered,1171.19
SHP04424,Ahmedabad,Pune,2023-06-04,2023-06-07,48.98,1456.8,Delivered,1379.33
SHP04425,Delhi,Ahmedabad,2023-06-16,2023-06-22,15.15,855.9,Delivered,768.0
SHP04426,Pune,Chennai,2023-06-19,2023-06-26,43.61,1850.3,Delivered,1641.13
SHP04427,Delhi,Ahmedabad,2023-02-08,2023-02-11,0.7,342.3,Delivered,305.64
SHP04428,Hyderabad,Kolkata,2023-06-16,2023-07-01,1.54,542.0,Delayed,451.49
SHP04429,Chennai,Kolkata,2023-05-23,2023-05-27,23.56,135.8,Delivered,260.24
SHP04430,Pune,Mumbai,2023-08-31,2023-09-02,12.32,1592.9,Delivered,1314.53
SHP04431,Delhi,Hyderabad,2023-09-21,2023-09-25,34.65,1247.3,Delivered,1172.92
SHP04432,Kolkata,Bangalore,2023-03-23,2023-03-27,28.5,636.7,Delayed,650.94
SHP04433,Kolkata,Bangalore,2023-11-24,2023-11-29,4.34,336.0,Delivered,326.34
SHP04434,Mumbai,Chennai,2023-07-13,2023-07-19,8.55,89.9,Delivered,141.62
SHP04435,Pune,Mumbai,2023-04-29,2023-05-01,19.71,341.8,Failed,388.31
SHP04436,Mumbai,Mumbai,2023-07-05,2023-07-12,9.69,912.0,Delivered,790.65
SHP04437,Chennai,Hyderabad,2023-05-11,2023-05-14,39.72,501.9,Delivered,634.45
SHP04438,Chennai,Pune,2023-05-01,2023-05-08,21.1,525.4,Delivered,562.11
SHP04439,Hyderabad,Bangalore,2023-11-12,2023-11-14,5.12,1752.4,Delivered,1388.87
SHP04440,Ahmedabad,Pune,2023-04-17,2023-04-23,24.47,1035.1,Failed,963.07
SHP04441,Ahmedabad,Mumbai,2023-03-27,2023-04-02,5.0,1461.2,Delivered,1157.57
SHP04442,Bangalore,Pune,2023-08-06,2023-08-18,6.88,81.1,Failed,135.21
SHP04443,Mumbai,Kolkata,2023-04-05,2023-04-15,12.36,736.7,Failed,649.71
SHP04444,Chennai,Chennai,2023-04-19,2023-04-22,43.05,963.5,Delivered,999.78
SHP04445,Ahmedabad,Bangalore,2023-06-19,2023-06-25,46.27,381.0,Delivered,556.25
SHP04446,Mumbai,Hyderabad,2023-04-17,2023-04-19,41.4,249.2,Delivered,430.12
SHP04447,Chennai,Chennai,2023-04-28,2023-05-10,17.04,1741.9,Delayed,1446.55
SHP04448,Delhi,Delhi,2023-12-28,2023-12-29,13.99,1879.5,Delivered,1512.66
SHP04449,Mumbai,Kolkata,2023-09-20,2023-09-21,27.68,166.8,Delivered,295.3
SHP04450,Delhi,Hyderabad,2023-07-17,2023-07-23,36.23,704.5,Delivered,743.79
SHP04451,Mumbai,Ahmedabad,2023-10-28,2023-11-04,49.67,1917.0,Delivered,1716.11
SHP04452,Bangalore,Chennai,2023-04-09,2023-04-21,7.01,175.5,Delayed,224.55
SHP04453,Hyderabad,Mumbai,2023-07-16,2023-07-19,2.94,1290.8,Delivered,1035.29
SHP04454,Kolkata,Delhi,2023-06-17,2023-06-25,34.87,1944.7,Delayed,1671.27
SHP04455,Ahmedabad,Hyderabad,2023-03-05,2023-03-07,41.7,1956.7,Delivered,1715.35
SHP04456,Kolkata,Mumbai,2023-11-24,2023-11-29,42.39,947.7,Delivered,985.16
SHP04457,Kolkata,Kolkata,2023-07-20,2023-07-29,34.08,333.9,Delayed,470.9
SHP04458,Delhi,Ahmedabad,2023-02-15,2023-02-16,47.72,412.1,Delivered,605.62
SHP04459,Pune,Delhi,2023-08-12,2023-08-18,25.79,1780.3,Delivered,1512.29
SHP04460,Chennai,Bangalore,2023-05-17,2023-05-21,45.73,1824.2,Delayed,1636.31
SHP04461,Kolkata,Ahmedabad,2023-10-18,2023-10-24,48.41,1219.7,Delivered,1225.64
SHP04462,Bangalore,Mumbai,2023-04-07,2023-04-12,42.43,1534.7,Delivered,1415.8
SHP04463,Kolkata,Chennai,2023-01-01,2023-01-03,15.83,1482.5,Delivered,1226.26
SHP04464,Mumbai,Pune,2023-06-02,2023-06-08,10.21,1327.0,Delivered,1092.54
SHP04465,Delhi,Hyderabad,2023-09-19,2023-10-04,27.63,1656.3,Failed,1423.55
SHP04466,Pune,Delhi,2023-11-16,2023-11-27,22.92,1374.0,Delayed,1183.66
SHP04467,Mumbai,Mumbai,2023-04-07,2023-04-09,43.95,1072.7,Delivered,1091.61
SHP04468,Pune,Bangalore,2023-01-10,2023-01-16,5.45,481.5,Failed,453.61
SHP04469,Mumbai,Pune,2023-09-16,2023-09-26,13.26,1490.3,Delayed,1221.99
SHP04470,Mumbai,Hyderabad,2023-08-15,2023-08-22,37.71,952.1,Delivered,946.71
SHP04471,Ahmedabad,Hyderabad,2023-07-27,2023-07-29,5.2,596.6,Delivered,533.94
SHP04472,Hyderabad,Mumbai,2023-03-29,2023-04-02,16.38,1605.9,Delivered,1324.67
SHP04473,Hyderabad,Bangalore,2023-01-08,2023-01-15,19.66,1396.5,Delayed,1199.34
SHP04474,Chennai,Kolkata,2023-07-07,2023-07-16,31.32,1875.3,Delayed,1621.07
SHP04475,Delhi,Pune,2023-07-24,2023-07-25,8.33,339.2,Delivered,352.21
SHP04476,Bangalore,Kolkata,2023-11-05,2023-11-14,43.1,1301.9,Delayed,1250.18
SHP04477,Bangalore,Delhi,2023-01-21,2023-01-22,22.65,496.0,Delivered,543.52
SHP04478,Bangalore,Mumbai,2023-11-11,2023-11-14,45.89,1808.1,Delivered,1654.12
SHP04479,Ahmedabad,Pune,2023-12-30,2024-01-11,23.66,208.0,Delayed,318.16
SHP04480,Mumbai,Delhi,2023-08-24,2023-08-30,14.11,1315.8,Delivered,1122.54
SHP04481,Hyderabad,Ahmedabad,2023-07-04,2023-07-08,7.52,1584.3,Delivered,1256.7
SHP04482,Delhi,Kolkata,2023-05-26,2023-05-30,0.69,716.3,Delivered,582.2
SHP04483,Mumbai,Ahmedabad,2023-06-27,2023-06-29,26.84,1908.7,Delivered,1597.67
SHP04484,Pune,Ahmedabad,2023-07-21,2023-07-23,5.8,1703.0,Delivered,1362.3
SHP04485,Hyderabad,Pune,2023-04-16,2023-04-18,19.89,596.3,Delivered,580.71
SHP04486,Hyderabad,Hyderabad,2023-05-06,2023-05-17,29.67,25.0,Delayed,230.93
SHP04487,Kolkata,Delhi,2023-09-07,2023-09-19,14.15,600.3,Delayed,576.84
SHP04488,Kolkata,Ahmedabad,2023-10-19,2023-10-25,9.17,569.8,Delivered,504.35
SHP04489,Ahmedabad,Bangalore,2023-04-23,2023-04-24,38.85,1781.0,Delivered,1588.59
SHP04490,Delhi,Chennai,2023-02-01,2023-02-04,47.37,1934.6,Delivered,1752.28
SHP04491,Pune,Kolkata,2023-05-20,2023-05-21,5.47,150.2,Delivered,196.44
SHP04492,Delhi,Kolkata,2023-12-12,2023-12-15,8.2,947.9,Delivered,783.15
SHP04493,Delhi,Bangalore,2023-01-05,2023-01-07,48.02,1101.2,Delivered,1130.32
SHP04494,Ahmedabad,Pune,2023-11-09,2023-11-16,2.37,194.9,Delivered,217.32
SHP04495,Ahmedabad,Pune,2023-07-11,2023-07-15,48.89,761.2,Delivered,860.49
SHP04496,Mumbai,Pune,2023-05-29,2023-06-03,0.73,641.0,Delivered,527.55
SHP04497,Chennai,Delhi,2023-06-01,2023-06-03,43.75,1076.8,Delivered,1075.54
SHP04498,Ahmedabad,Mumbai,2023-01-14,2023-01-15,15.71,1325.8,Delivered,1137.58
SHP04499,Delhi,Ahmedabad,2023-06-25,2023-07-04,46.96,1409.9,Failed,1332.31
SHP04500,Kolkata,Hyderabad,2023-11-10,2023-11-11,16.19,282.1,Delivered,326.56
SHP04501,Chennai,Chennai,2023-06-18,2023-06-23,32.89,1627.8,Failed,1449.89
SHP04502,Mumbai,Mumbai,2023-09-04,2023-09-08,4.46,1360.3,Delivered,1073.58
SHP04503,Chennai,Mumbai,2023-04-29,2023-05-04,12.5,1779.3,Delivered,1463.41
SHP04504,Bangalore,Bangalore,2023-01-26,2023-02-01,38.8,904.2,Failed,914.38
SHP04505,Pune,Delhi,2023-07-07,2023-07-14,26.67,1788.8,Delivered,1525.28
SHP04506,Chennai,Kolkata,2023-04-28,2023-04-30,46.43,1732.9,Delivered,1567.12
SHP04507,Delhi,Kolkata,2023-04-28,2023-05-05,21.72,882.4,Delivered,836.49
SHP04508,Mumbai,Bangalore,2023-02-07,2023-02-17,43.56,768.5,Delayed,854.17
SHP04509,Pune,Delhi,2023-01-22,2023-01-23,22.72,1866.3,Delivered,1580.29
SHP04510,Delhi,Bangalore,2023-07-28,2023-08-11,48.97,1433.2,Failed,1377.08
SHP04511,Pune,Kolkata,2023-02-14,2023-02-26,48.01,1857.2,Delayed,1670.34
SHP04512,Kolkata,Mumbai,2023-12-14,2023-12-19,16.79,1596.0,Delivered,1323.28
SHP04513,Bangalore,Hyderabad,2023-09-03,2023-09-08,44.35,1222.5,Delivered,1188.1
SHP04514,Kolkata,Ahmedabad,2023-10-26,2023-10-29,42.46,240.5,Delivered,446.97
SHP04515,Delhi,Pune,2023-04-18,2023-04-20,10.93,590.0,Delivered,564.21
SHP04516,Delhi,Delhi,2023-09-16,2023-09-18,31.4,1938.0,Delivered,1655.86
SHP04517,Delhi,Ahmedabad,2023-12-28,2024-01-01,4.1,645.6,Failed,562.82
SHP04518,Hyderabad,Chennai,2023-08-23,2023-08-28,41.92,195.6,Delivered,424.74
SHP04519,Bangalore,Chennai,2023-05-12,2023-05-16,9.14,1418.0,Delayed,1145.29
SHP04520,Pune,Mumbai,2023-12-17,2023-12-18,4.01,1470.7,Delivered,1187.58
SHP04521,Ahmedabad,Bangalore,2023-03-17,2023-03-24,20.31,578.1,Delivered,581.95
SHP04522,Delhi,Bangalore,2023-06-18,2023-06-23,29.06,602.4,Delivered,656.4
SHP04523,Delhi,Kolkata,2023-10-13,2023-10-17,42.82,943.1,Delivered,963.17
SHP04524,Pune,Mumbai,2023-08-16,2023-08-21,48.73,53.4,Failed,327.06
SHP04525,Ahmedabad,Kolkata,2023-04-26,2023-04-27,22.25,1580.8,Delivered,1327.94
SHP04526,Kolkata,Kolkata,2023-09-22,2023-09-28,3.49,641.0,Delivered,567.06
SHP04527,Kolkata,Chennai,2023-07-13,2023-07-16,37.58,1709.0,Delivered,1532.19
SHP04528,Delhi,Kolkata,2023-04-26,2023-05-01,28.48,1607.2,Delivered,1381.56
SHP04529,Mumbai,Ahmedabad,2023-08-28,2023-09-10,22.67,1326.2,Failed,1177.98
SHP04530,Hyderabad,Pune,2023-12-21,2024-01-03,15.81,656.5,Delayed,625.63
SHP04531,Kolkata,Kolkata,2023-07-29,2023-07-31,25.37,1037.5,Delivered,969.12
SHP04532,Mumbai,Chennai,2023-11-27,2023-12-03,17.26,895.2,Delivered,790.37
SHP04533,Hyderabad,Pune,2023-12-01,2023-12-07,37.97,684.4,Delivered,748.73
SHP04534,Delhi,Bangalore,2023-11-13,2023-11-22,27.42,1697.8,Delayed,1467.24
SHP04535,Bangalore,Delhi,2023-08-06,2023-08-12,43.9,972.2,Delayed,982.91
SHP04536,Chennai,Hyderabad,2023-10-09,2023-10-15,27.41,1667.1,Delivered,1436.93
SHP04537,Chennai,Kolkata,2023-03-06,2023-03-12,12.29,219.4,Delivered,273.71
SHP04538,Delhi,Ahmedabad,2023-04-17,2023-04-18,42.63,290.6,Delivered,469.74
SHP04539,Kolkata,Pune,2023-03-26,2023-04-02,28.08,1954.9,Delivered,1648.59
SHP04540,Mumbai,Delhi,2023-04-29,2023-05-05,10.74,1179.7,Delivered,1007.16
SHP04541,Bangalore,Chennai,2023-10-17,2023-10-20,31.36,1024.4,Delivered,966.65
SHP04542,Pune,Delhi,2023-10-13,2023-10-16,18.21,1051.1,Delivered,917.91
SHP04543,Hyderabad,Hyderabad,2023-11-20,2023-11-25,42.3,438.4,Delivered,591.75
SHP04544,Delhi,Ahmedabad,2023-06-20,2023-06-27,22.94,1440.2,Delivered,1251.69
SHP04545,Bangalore,Delhi,2024-01-01,2024-01-05,36.46,178.7,Delivered,375.33
SHP04546,Ahmedabad,Ahmedabad,2023-03-31,2023-04-04,5.23,1150.9,Delivered,949.49
SHP04547,Bangalore,Pune,2023-08-27,2023-08-28,20.1,1145.8,Delivered,991.32
SHP04548,Kolkata,Delhi,2023-07-08,2023-07-12,49.17,1829.2,Delivered,1663.5
SHP04549,Ahmedabad,Ahmedabad,2023-09-08,2023-09-17,40.52,1057.1,Delayed,1056.38
SHP04550,Hyderabad,Delhi,2023-06-14,2023-06-20,8.42,282.8,Delivered,320.39
SHP04551,Ahmedabad,Delhi,2023-07-13,2023-07-22,14.25,1149.8,Failed,987.69
SHP04552,Bangalore,Mumbai,2023-08-02,2023-08-05,16.83,191.7,Delivered,260.02
SHP04553,Kolkata,Kolkata,2023-07-15,2023-07-17,32.69,415.5,Delivered,520.94
SHP04554,Ahmedabad,Chennai,2023-11-13,2023-11-19,37.97,71.9,Delayed,276.74
SHP04555,Mumbai,Hyderabad,2023-12-26,2023-12-28,37.6,1031.5,Delivered,1021.57
SHP04556,Kolkata,Chennai,2023-03-19,2023-03-20,25.74,178.2,Delivered,294.89
SHP04557,Mumbai,Mumbai,2023-03-25,2023-04-01,40.64,944.1,Delivered,948.7
SHP04558,Mumbai,Mumbai,2023-07-06,2023-07-10,22.14,1866.6,Delayed,1557.33
SHP04559,Ahmedabad,Pune,2023-06-22,2023-06-28,6.63,1442.3,Delivered,1163.38
SHP04560,Ahmedabad,Mumbai,2023-07-15,2023-07-21,28.44,164.0,Delivered,311.46
SHP04561,Pune,Kolkata,2023-02-28,2023-03-02,47.64,456.2,Delivered,628.89
SHP04562,Pune,Mumbai,2023-01-14,2023-01-17,39.75,1350.6,Delivered,1270.23
SHP04563,Bangalore,Delhi,2023-01-12,2023-01-17,29.15,1790.5,Delivered,1533.4
SHP04564,Kolkata,Chennai,2023-03-10,2023-03-14,32.52,75.5,Delivered,271.14
SHP04565,Pune,Bangalore,2023-08-24,2023-08-29,46.56,1626.8,Delivered,1495.03
SHP04566,Mumbai,Hyderabad,2023-03-17,2023-03-23,21.7,1128.0,Delivered,998.65
SHP04567,Pune,Mumbai,2023-12-26,2023-12-31,16.9,1096.7,Failed,961.58
SHP04568,Hyderabad,Chennai,2023-12-11,2023-12-19,48.87,1916.0,Delayed,1730.97
SHP04569,Bangalore,Pune,2023-07-23,2023-07-28,43.24,1497.8,Delayed,1398.47
SHP04570,Kolkata,Mumbai,2023-07-31,2023-08-05,16.49,1701.7,Delivered,1411.15
SHP04571,Kolkata,Kolkata,2023-05-21,2023-05-23,23.46,714.5,Delivered,715.32
SHP04572,Chennai,Mumbai,2023-05-18,2023-05-23,21.05,1113.2,Delayed,987.89
SHP04573,Kolkata,Mumbai,2023-10-17,2023-10-21,7.88,1234.7,Delivered,1015.07
SHP04574,Bangalore,Ahmedabad,2023-02-05,2023-02-08,47.91,650.0,Delivered,783.85
SHP04575,Hyderabad,Ahmedabad,2023-03-22,2023-04-05,20.51,1144.8,Delayed,1000.0
SHP04576,Kolkata,Mumbai,2023-04-01,2023-04-07,43.83,480.9,Delivered,625.26
SHP04577,Chennai,Pune,2023-02-07,2023-02-12,9.87,295.3,Delivered,325.82
SHP04578,Bangalore,Ahmedabad,2023-09-20,2023-09-25,27.62,754.2,Delivered,734.91
SHP04579,Mumbai,Mumbai,2023-05-08,2023-05-21,1.69,1481.2,Failed,1166.83
SHP04580,Delhi,Hyderabad,2023-02-01,2023-02-04,38.33,1833.2,Delivered,1620.5
SHP04581,Delhi,Chennai,2023-12-26,2024-01-01,29.26,920.9,Delayed,905.67
SHP04582,Mumbai,Ahmedabad,2023-06-09,2023-06-13,31.47,1289.2,Delivered,1189.33
SHP04583,Pune,Ahmedabad,2023-04-15,2023-04-16,3.06,215.0,Delivered,217.78
SHP04584,Kolkata,Kolkata,2023-07-24,2023-07-25,10.95,1809.9,Delivered,1462.46
SHP04585,Ahmedabad,Mumbai,2023-06-05,2023-06-07,4.18,1141.5,Delivered,909.28
SHP04586,Delhi,Mumbai,2023-10-20,2023-10-25,14.8,1562.9,Delivered,1285.81
SHP04587,Pune,Mumbai,2023-07-15,2023-07-20,31.56,1590.9,Delivered,1411.97
SHP04588,Delhi,Mumbai,2023-07-21,2023-07-26,28.53,520.4,Delayed,567.88
SHP04589,Mumbai,Ahmedabad,2023-05-19,2023-05-25,30.8,1063.1,Delivered,991.63
SHP04590,Kolkata,Delhi,2023-05-31,2023-06-04,27.69,1921.4,Delivered,1647.26
SHP04591,Kolkata,Delhi,2023-05-20,2023-05-23,14.01,188.4,Delivered,274.3
SHP04592,Pune,Bangalore,2023-05-30,2023-06-11,12.6,1369.3,Failed,1151.25
SHP04593,Mumbai,Mumbai,2023-05-04,2023-05-05,7.28,1924.9,Delivered,1544.66
